"plot_name","xmin","ymin","xmax","ymax"
"2018_SJER_3_252000_4104000_image_628",252901.002,4104710.616,252907.491,4104717.485
"2018_SJER_3_252000_4104000_image_628",252882.025,4104696.573,252884.451,4104698.951
"2018_SJER_3_252000_4104000_image_628",252904.518,4104726.808,252910.498,4104733.921
"2018_SJER_3_252000_4104000_image_628",252894.504,4104732.052,252897.955,4104733.93
"2018_SJER_3_252000_4104000_image_628",252898.093,4104732.539,252900.487,4104733.908
"2018_SJER_3_252000_4104000_image_628",252890.544,4104727.501,252894.432,4104733.42
"2018_SJER_3_252000_4104000_image_628",252878.526,4104731.137,252883.717,4104733.943
"2018_SJER_3_252000_4104000_image_628",252876.505,4104729.033,252881.677,4104733.917
"2018_SJER_3_252000_4104000_image_628",252896.014,4104724.11,252899.894,4104729.48
"2018_SJER_3_252000_4104000_image_628",252889.01,4104720.506,252894.492,4104727.482
"2018_SJER_3_252000_4104000_image_628",252906.001,4104721.054,252912.376,4104727.38
"2018_SJER_3_252000_4104000_image_628",252909.507,4104703.011,252913.998,4104713.475
"2018_SJER_3_252000_4106000_image_234",252335.014,4106314.006,252341.998,4106315.949
"2018_SJER_3_252000_4106000_image_234",252342.597,4106276.068,252343.979,4106277.858
"2018_SJER_3_252000_4106000_image_234",252311.035,4106289.573,252319.477,4106295.706
"2018_SJER_3_252000_4106000_image_234",252311.721,4106292.024,252320.498,4106299.91
"2018_SJER_3_252000_4106000_image_234",252338.092,4106298.208,252340.824,4106300.962
"2018_SJER_3_252000_4106000_image_326",252463.021,4106890.1,252465.434,4106892.388
"2018_SJER_3_252000_4106000_image_326",252475.509,4106887.504,252477.898,4106889.972
"2018_SJER_3_252000_4106000_image_326",252476.545,4106884.052,252479.846,4106886.834
"2018_SJER_3_252000_4106000_image_326",252469.551,4106894.015,252473.886,4106897.491
"2018_SJER_3_252000_4106000_image_326",252457.583,4106895.003,252459.89,4106897.359
"2018_SJER_3_252000_4106000_image_326",252472.532,4106899.202,252474.449,4106900.97
"2018_SJER_3_252000_4106000_image_326",252467.319,4106903.626,252473.472,4106909.891
"2018_SJER_3_252000_4106000_image_326",252466.511,4106908.01,252481.493,4106914.5
"2018_SJER_3_252000_4106000_image_326",252458.54,4106909.828,252466.994,4106913.981
"2018_SJER_3_252000_4106000_image_326",252456.481,4106912.86,252462.923,4106919.967
"2018_SJER_3_252000_4106000_image_326",252468.065,4106914.503,252481.857,4106921.998
"2018_SJER_3_252000_4106000_image_66",252085.054,4106504.061,252096.497,4106514.996
"2018_SJER_3_252000_4106000_image_66",252082.724,4106504.091,252088.825,4106509.882
"2018_SJER_3_252000_4106000_image_66",252076.002,4106504.064,252077.478,4106506.496
"2018_SJER_3_252000_4107000_image_372",252503.587,4107162.054,252507.44,4107165.953
"2018_SJER_3_252000_4107000_image_372",252503.011,4107166.001,252507.477,4107172.481
"2018_SJER_3_252000_4107000_image_372",252502.501,4107174.523,252506.487,4107179.41
"2018_SJER_3_252000_4107000_image_372",252514.521,4107176.593,252524.45,4107187
"2018_SJER_3_252000_4107000_image_372",252502.001,4107179.54,252505.978,4107183.075
"2018_SJER_3_252000_4107000_image_372",252501.501,4107182.703,252505.983,4107188.419
"2018_SJER_3_252000_4107000_image_372",252501.007,4107191.107,252504.988,4107197.366
"2018_SJER_3_252000_4107000_image_372",252515.522,4107193.198,252518.488,4107195.495
"2018_SJER_3_252000_4107000_image_372",252500.737,4107197.001,252504.867,4107200.485
"2018_SJER_3_252000_4107000_image_372",252500.661,4107200.15,252504.499,4107201.933
"2018_SJER_3_252000_4107000_image_372",252524.003,4107162.057,252533.491,4107170.963
"2018_SJER_3_252000_4107000_image_477",252682.02,4107276.061,252685.993,4107278.953
"2018_SJER_3_252000_4107000_image_477",252680.505,4107277.523,252685.976,4107283.465
"2018_SJER_3_252000_4107000_image_477",252676.001,4107276.581,252680.995,4107283.994
"2018_SJER_3_252000_4107000_image_477",252672.72,4107276.058,252676.492,4107282.886
"2018_SJER_3_252000_4107000_image_477",252676.546,4107276.063,252681.967,4107278.488
"2018_SJER_3_252000_4107000_image_477",252646.003,4107303.006,252650.938,4107311.979
"2018_SJER_3_252000_4107000_image_477",252647.56,4107299.046,252657.497,4107307.463
"2018_SJER_3_252000_4107000_image_477",252646.01,4107293.039,252654.995,4107303.363
"2018_SJER_3_252000_4107000_image_477",252652.086,4107288.466,252661.494,4107294
"2018_SJER_3_252000_4107000_image_477",252656.53,4107301.508,252665.99,4107312.371
"2018_SJER_3_252000_4107000_image_477",252664.029,4107306.004,252672.996,4107311.985
"2018_SJER_3_252000_4107000_image_477",252671.006,4107302.004,252675.994,4107309.494
"2018_SJER_3_252000_4107000_image_477",252664.029,4107302.008,252671.994,4107308.473
"2018_SJER_3_252000_4107000_image_477",252655.009,4107296.502,252662.996,4107303.708
"2018_SJER_3_252000_4107000_image_477",252662.5,4107297.133,252670.283,4107302.982
"2018_SJER_3_252000_4107000_image_477",252661.001,4107289.245,252667.465,4107297.995
"2018_SJER_3_252000_4107000_image_477",252653.519,4107291.039,252661.469,4107296.495
"2018_SJER_3_252000_4107000_image_477",252679.51,4107289.001,252685.992,4107295.5
"2018_SJER_3_252000_4107000_image_477",252675.546,4107292.001,252679.479,4107295.951
"2018_SJER_3_252000_4107000_image_477",252679.512,4107283.143,252685.994,4107289.499
"2018_SJER_3_252000_4108000_image_517",252746.502,4108843.004,252754.959,4108847.949
"2018_SJER_3_252000_4108000_image_517",252731.043,4108842.635,252737.466,4108847.941
"2018_SJER_3_252000_4108000_image_517",252748.575,4108808.051,252756.893,4108815.459
"2018_SJER_3_252000_4108000_image_517",252732.011,4108812.027,252743.965,4108823.458
"2018_SJER_3_252000_4108000_image_517",252746.524,4108815.616,252754.952,4108825.913
"2018_SJER_3_252000_4108000_image_517",252753.018,4108816.504,252759.499,4108825.495
"2018_SJER_3_252000_4108000_image_517",252738.506,4108816.504,252746.99,4108828.87
"2018_SJER_3_252000_4108000_image_517",252722.002,4108816.519,252725.495,4108825.947
"2018_SJER_3_252000_4108000_image_517",252742.008,4108820.067,252750.496,4108828.282
"2018_SJER_3_252000_4108000_image_517",252733.048,4108829.639,252740.894,4108836.892
"2018_SJER_3_252000_4112000_image_451",252630.006,4112263.016,252639.493,4112273.393
"2018_SJER_3_252000_4112000_image_451",252616.501,4112262.073,252625.489,4112271.93
"2018_SJER_3_252000_4112000_image_451",252611.609,4112263.007,252617.993,4112267.492
"2018_SJER_3_252000_4112000_image_451",252609.03,4112253.525,252620.441,4112263.469
"2018_SJER_3_252000_4112000_image_451",252640.013,4112258.013,252642.453,4112260.479
"2018_SJER_3_252000_4112000_image_451",252608.003,4112244.016,252614.998,4112259.496
"2018_SJER_3_252000_4112000_image_451",252642.503,4112256.018,252644.977,4112258.496
"2018_SJER_3_252000_4112000_image_451",252632.113,4112253.001,252636.987,4112257.937
"2018_SJER_3_252000_4112000_image_451",252617.025,4112248.507,252626.494,4112256.485
"2018_SJER_3_252000_4112000_image_451",252628.019,4112248.506,252634.947,4112254.836
"2018_SJER_3_252000_4112000_image_451",252640.025,4112249.014,252644.955,4112254.342
"2018_SJER_3_252000_4112000_image_451",252624.583,4112243.729,252630.971,4112251.879
"2018_SJER_3_252000_4112000_image_451",252643.555,4112243.665,252647.999,4112249.979
"2018_SJER_3_252000_4112000_image_451",252634.506,4112244.501,252640.419,4112248.855
"2018_SJER_3_252000_4112000_image_451",252641.641,4112242.22,252647.498,4112247.473
"2018_SJER_3_252000_4112000_image_451",252628.092,4112239.012,252635.498,4112247.499
"2018_SJER_3_252000_4112000_image_451",252621.038,4112238.25,252623.978,4112240.971
"2018_SJER_3_252000_4112000_image_451",252626.038,4112238.13,252631.495,4112243.853
"2018_SJER_3_252000_4112000_image_451",252620.018,4112241.001,252623.93,4112244.488
"2018_SJER_3_252000_4112000_image_451",252608.007,4112266.029,252609.992,4112270.451
"2018_SJER_3_252000_4112000_image_451",252610.015,4112266.017,252613.973,4112270.478
"2018_SJER_3_252000_4112000_image_451",252642.003,4112268.012,252647.473,4112272.92
"2018_SJER_3_252000_4112000_image_451",252608.544,4112270.509,252611.987,4112274
"2018_SJER_3_252000_4112000_image_451",252627.019,4112271.798,252632.444,4112277.796
"2018_SJER_3_252000_4112000_image_451",252608.033,4112272.649,252609.98,4112275.917
"2018_SJER_3_252000_4112000_image_451",252623.1,4112273.546,252627.465,4112277.938
"2018_SJER_3_252000_4112000_image_451",252643.505,4112271.066,252647.997,4112276.986
"2018_SJER_3_252000_4112000_image_451",252613,4112275.014,252617.472,4112277.941
"2018_SJER_3_252000_4112000_image_451",252608.075,4112275.175,252612.999,4112277.948
"2018_SJER_3_252000_4112000_image_451",252619.531,4112275.529,252623.992,4112277.948
"2018_SJER_3_252000_4112000_image_451",252638.532,4112275.006,252644.997,4112277.948
"2018_SJER_3_252000_4113000_image_310",252434.584,4113493.58,252436.199,4113495.342
"2018_SJER_3_252000_4113000_image_310",252453.095,4113494.181,252457.995,4113498.981
"2018_SJER_3_252000_4113000_image_310",252452.102,4113499.02,252457.996,4113503.47
"2018_SJER_3_252000_4113000_image_310",252452.65,4113503.518,252457.972,4113505.945
"2018_SJER_3_252000_4113000_image_323",252418.003,4113029.003,252425.972,4113039.482
"2018_SJER_3_252000_4113000_image_323",252418.001,4113021.026,252423.962,4113029.975
"2018_SJER_3_252000_4113000_image_323",252451.009,4113035.076,252457.979,4113039.946
"2018_SJER_3_252000_4113000_image_323",252432.001,4113030.136,252439.488,4113038.834
"2018_SJER_3_252000_4113000_image_323",252433.692,4113028.27,252442.474,4113036.488
"2018_SJER_3_252000_4113000_image_323",252454.679,4113027.752,252457.999,4113034.997
"2018_SJER_3_252000_4113000_image_323",252436.543,4113012.055,252444.45,4113019.821
"2018_SJER_3_252000_4113000_image_323",252433.535,4113011.215,252437.928,4113019.474
"2018_SJER_3_252000_4113000_image_323",252456.538,4113010.724,252457.997,4113013.894
"2018_SJER_3_252000_4113000_image_323",252436.09,4113003.572,252446.939,4113013.479
"2018_SJER_3_252000_4113000_image_323",252456.53,4113005.214,252457.997,4113010.348
"2018_SJER_3_253000_4104000_image_637",253874.042,4104352.056,253876.494,4104354.338
"2018_SJER_3_253000_4104000_image_637",253891.009,4104352.057,253898.472,4104363.935
"2018_SJER_3_253000_4104000_image_637",253886.509,4104353.689,253896.413,4104365.49
"2018_SJER_3_253000_4104000_image_637",253874.167,4104381.003,253876.428,4104383.427
"2018_SJER_3_253000_4104000_image_637",253874.012,4104360.557,253875.487,4104363.963
"2018_SJER_3_253000_4104000_image_637",253877.526,4104360.086,253885.424,4104369.494
"2018_SJER_3_253000_4104000_image_637",253898.031,4104388.503,253906.979,4104391.946
"2018_SJER_3_253000_4104000_image_637",253895.507,4104384.011,253899.969,4104391.949
"2018_SJER_3_253000_4104000_image_637",253899.082,4104383.077,253906.994,4104389.934
"2018_SJER_3_253000_4104000_image_637",253892.541,4104365.007,253905.289,4104376.911
"2018_SJER_3_253000_4104000_image_637",253897.55,4104369.085,253905.997,4104381.47
"2018_SJER_3_253000_4105000_image_225",253319.502,4105654.777,253325.994,4105657.949
"2018_SJER_3_253000_4105000_image_225",253325.725,4105655.532,253329.484,4105657.906
"2018_SJER_3_253000_4105000_image_225",253329.501,4105655.597,253332.445,4105657.938
"2018_SJER_3_253000_4105000_image_303",253444.51,4105769.109,253446.792,4105771.945
"2018_SJER_3_253000_4105000_image_303",253445.551,4105766.024,253448.3,4105769.98
"2018_SJER_3_253000_4105000_image_303",253446.053,4105761.078,253449.499,4105766.319
"2018_SJER_3_253000_4105000_image_303",253434.314,4105762.173,253436.48,4105764.5
"2018_SJER_3_253000_4105000_image_303",253447.645,4105759.502,253451.432,4105762.495
"2018_SJER_3_253000_4105000_image_303",253450.619,4105757.05,253452.472,4105758.939
"2018_SJER_3_253000_4105000_image_303",253451.058,4105753.55,253452.957,4105755.464
"2018_SJER_3_253000_4105000_image_303",253422.54,4105750.001,253429.047,4105755.474
"2018_SJER_3_253000_4105000_image_303",253451.537,4105732.052,253456.985,4105735.492
"2018_SJER_3_253000_4105000_image_303",253446.008,4105732.082,253451.987,4105735.928
"2018_SJER_3_253000_4105000_image_303",253441.031,4105732.059,253447.46,4105736.378
"2018_SJER_3_253000_4105000_image_303",253449.075,4105734.145,253453.978,4105739.472
"2018_SJER_3_253000_4105000_image_303",253444.593,4105735.526,253450.365,4105740.481
"2018_SJER_3_253000_4105000_image_303",253454.007,4105743.002,253456.411,4105746.269
"2018_SJER_3_253000_4105000_image_303",253422.532,4105747.539,253429.847,4105751.387
"2018_SJER_3_253000_4105000_image_303",253452.566,4105747.135,253453.871,4105748.484
"2018_SJER_3_253000_4105000_image_303",253451.51,4105750.002,253452.973,4105751.394
"2018_SJER_3_253000_4105000_image_689",253965.049,4105446.183,253966.993,4105447.885
"2018_SJER_3_253000_4105000_image_689",253987.512,4105444.501,253989.499,4105446.421
"2018_SJER_3_253000_4105000_image_72",253076.071,4105276.053,253078.475,4105278.957
"2018_SJER_3_253000_4105000_image_72",253078.015,4105276.052,253081.957,4105279.815
"2018_SJER_3_253000_4105000_image_72",253087.557,4105276.126,253093.941,4105282.958
"2018_SJER_3_253000_4105000_image_72",253076.008,4105292.099,253080.384,4105297.935
"2018_SJER_3_253000_4105000_image_72",253110.003,4105291.001,253115.999,4105299.995
"2018_SJER_3_253000_4105000_image_72",253076,4105297.003,253079.337,4105301.925
"2018_SJER_3_253000_4105000_image_72",253110.503,4105298.004,253115.993,4105305.473
"2018_SJER_3_253000_4105000_image_72",253076.016,4105304.511,253083.982,4105309.992
"2018_SJER_3_253000_4105000_image_72",253080.548,4105307.011,253085.472,4105315.865
"2018_SJER_3_253000_4105000_image_72",253076.006,4105309.092,253080.484,4105313.994
"2018_SJER_3_253000_4105000_image_72",253076.023,4105312.018,253082.691,4105315.94
"2018_SJER_3_253000_4107000_image_532",253722,4107238.079,253725.454,4107246.483
"2018_SJER_3_253000_4107000_image_532",253753.003,4107238.522,253755.433,4107241
"2018_SJER_3_253000_4107000_image_532",253735.016,4107256.014,253738.484,4107259.438
"2018_SJER_3_253000_4107000_image_532",253722.55,4107258.527,253725.999,4107261.418
"2018_SJER_3_253000_4107000_image_532",253726.012,4107258.011,253728.48,4107260.495
"2018_SJER_3_253000_4107000_image_532",253751.006,4107258.502,253761.999,4107271.45
"2018_SJER_3_253000_4107000_image_532",253722.016,4107264.522,253723.482,4107267
"2018_SJER_3_253000_4107000_image_532",253722.01,4107267.018,253723.997,4107269.453
"2018_SJER_3_253000_4107000_image_532",253731.023,4107267.507,253734.495,4107270.966
"2018_SJER_3_253000_4107000_image_532",253723.02,4107270.014,253726.483,4107273.429
"2018_SJER_3_253000_4107000_image_532",253740.512,4107270.508,253742.976,4107272.955
"2018_SJER_3_253000_4107000_image_532",253743.528,4107272.012,253746.999,4107275.489
"2018_SJER_3_253000_4107000_image_637",253893.511,4107370.005,253899.448,4107376.486
"2018_SJER_3_253000_4107000_image_637",253883.012,4107374.51,253889.355,4107380.904
"2018_SJER_3_253000_4107000_image_637",253896.521,4107368.515,253902.355,4107373.817
"2018_SJER_3_253000_4107000_image_637",253874.001,4107372.044,253878.455,4107383.463
"2018_SJER_3_253000_4107000_image_637",253897.009,4107363.544,253902.856,4107367.489
"2018_SJER_3_253000_4107000_image_637",253874.001,4107358.022,253878.961,4107366.948
"2018_SJER_3_253000_4107000_image_637",253878.001,4107359.221,253882.491,4107366.398
"2018_SJER_3_253000_4107000_image_637",253890.505,4107360.515,253894.979,4107364.461
"2018_SJER_3_253000_4107000_image_637",253899.509,4107361.503,253904.991,4107366.959
"2018_SJER_3_253000_4107000_image_637",253890.03,4107356.506,253894.456,4107360.5
"2018_SJER_3_253000_4107000_image_637",253887.51,4107355.004,253891.968,4107359.488
"2018_SJER_3_253000_4107000_image_637",253896.007,4107355.013,253899.489,4107358.403
"2018_SJER_3_253000_4107000_image_637",253878.504,4107352.052,253881.99,4107354.499
"2018_SJER_3_253000_4107000_image_637",253903.008,4107354.048,253905.355,4107356.5
"2018_SJER_3_253000_4107000_image_637",253906.054,4107355.049,253913.454,4107361.49
"2018_SJER_3_253000_4107000_image_637",253901.521,4107359.124,253906.434,4107364.879
"2018_SJER_3_253000_4107000_image_637",253910.513,4107358.091,253913.994,4107364.423
"2018_SJER_3_253000_4107000_image_637",253905.5,4107360.211,253910.937,4107366.492
"2018_SJER_3_253000_4107000_image_637",253911.014,4107364.604,253913.99,4107368.72
"2018_SJER_3_253000_4107000_image_637",253910.058,4107368.529,253913.998,4107373.992
